payment_id,invoice_id,payment_date,amount_paid
28281,18436,2024-09-16,200.0
28282,18438,2024-09-11,200.0
28283,18439,2024-09-05,200.0
28284,18440,2024-09-13,50.0
28285,18441,2024-09-01,200.0
28286,18442,2024-09-02,10.0
28287,18443,2024-09-12,10.0
28288,18444,2024-09-13,50.0
28289,18445,2024-09-09,10.0
28290,18446,2024-09-12,200.0
28291,18447,2024-09-02,50.0
28292,18448,2024-09-01,50.0
28293,18449,2024-09-11,10.0
28294,18450,2024-09-01,50.0
28295,18451,2024-09-02,10.0
28296,18452,2024-09-19,10.0
28297,18453,2024-09-18,10.0
28298,18454,2024-09-08,10.0
28299,18455,2024-09-06,50.0
28300,18456,2024-09-10,10.0
28301,18457,2024-09-04,200.0
28302,18458,2024-09-16,50.0
28303,18459,2024-09-11,200.0
28304,18460,2024-09-12,200.0
28305,18461,2024-09-05,50.0
28306,18462,2024-09-03,200.0
28307,18463,2024-09-12,10.0
28308,18464,2024-09-20,50.0
28309,18465,2024-09-09,200.0
28310,18466,2024-09-13,47.87
28311,18467,2024-09-04,200.0
28312,18468,2024-09-11,10.0
28313,18469,2024-09-08,50.0
28314,18470,2024-09-20,50.0
28315,18471,2024-09-04,50.0
28316,18472,2024-09-20,10.0
28317,18473,2024-09-15,200.0
28318,18474,2024-09-11,10.0
28319,18475,2024-09-02,200.0
28320,18476,2024-09-18,10.0
28321,18477,2024-09-06,50.0
28322,18478,2024-09-06,10.0
28323,18479,2024-09-05,10.0
28324,18480,2024-09-15,200.0
28325,18481,2024-09-03,50.0
28326,18482,2024-09-09,50.0
28327,18483,2024-09-02,50.0
28328,18484,2024-09-03,50.0
28329,18485,2024-09-02,10.0
28330,18486,2024-09-12,200.0
28331,18487,2024-09-12,200.0
28332,18488,2024-09-01,185.3
28333,18489,2024-09-11,10.0
28334,18490,2024-09-20,200.0
28335,18491,2024-09-18,200.0
28336,18492,2024-09-08,200.0
28337,18493,2024-09-08,50.0
28338,18494,2024-09-13,10.0
28339,18495,2024-09-02,50.0
28340,18496,2024-09-07,50.0
28341,18497,2024-09-19,200.0
28342,18498,2024-09-14,200.0
28343,18499,2024-09-04,50.0
28344,18500,2024-09-01,10.0
28345,18501,2024-09-01,50.0
28346,18502,2024-09-01,200.0
28347,18503,2024-09-04,10.0
28348,18504,2024-09-02,10.0
28349,18505,2024-09-04,50.0
28350,18506,2024-09-09,200.0
28351,18507,2024-09-18,200.0
28352,18508,2024-09-15,200.0
28353,18509,2024-09-10,10.0
28354,18510,2024-09-04,10.0
28355,18511,2024-09-02,50.0
28356,18512,2024-09-19,50.0
28357,18513,2024-09-04,10.0
28358,18514,2024-09-19,50.0
28359,18515,2024-09-15,200.0
28360,18516,2024-09-16,50.0
28361,18517,2024-09-08,200.0
28362,18518,2024-09-20,50.0
28363,18519,2024-09-19,50.0
28364,18520,2024-09-16,200.0
28365,18521,2024-09-20,10.0
28366,18522,2024-09-17,200.0
28367,18523,2024-09-03,10.0
28368,18524,2024-09-02,200.0
28369,18525,2024-09-19,200.0
28370,18526,2024-09-06,200.0
28371,18527,2024-09-10,10.0
28372,18528,2024-09-06,200.0
28373,18529,2024-09-03,200.0
28374,18530,2024-09-18,200.0
28375,18531,2024-09-19,10.0
28376,18532,2024-09-18,50.0
28377,18534,2024-09-17,200.0
28378,18535,2024-09-13,50.0
28379,18536,2024-09-19,10.0
28380,18537,2024-09-04,50.0
28381,18538,2024-09-05,200.0
28382,18539,2024-09-03,200.0
28383,18540,2024-09-03,200.0
28384,18541,2024-09-13,10.0
28385,18542,2024-09-14,10.0
28386,18543,2024-09-04,50.0
28387,18544,2024-09-18,200.0
28388,18545,2024-09-14,200.0
28389,18546,2024-09-10,10.0
28390,18547,2024-09-05,200.0
28391,18548,2024-09-05,10.0
28392,18549,2024-09-15,200.0
28393,18550,2024-09-13,10.0
28394,18551,2024-09-20,50.0
28395,18552,2024-09-03,10.0
28396,18553,2024-09-20,10.0
28397,18554,2024-09-01,10.0
28398,18555,2024-09-14,10.0
28399,18556,2024-09-20,10.0
28400,18557,2024-09-07,50.0
28401,18558,2024-10-14,10.0
28402,18559,2024-10-08,10.0
28403,18560,2024-10-06,50.0
28404,18561,2024-10-04,200.0
28405,18562,2024-10-18,50.0
28406,18563,2024-10-05,200.0
28407,18564,2024-10-17,50.0
28408,18565,2024-10-11,10.0
28409,18566,2024-10-15,10.0
28410,18567,2024-10-02,10.0
28411,18568,2024-10-17,10.0
28412,18569,2024-10-14,10.0
28413,18570,2024-10-19,50.0
28414,18571,2024-10-02,50.0
28415,18572,2024-10-08,200.0
28416,18573,2024-10-19,50.0
28417,18574,2024-10-13,50.0
28418,18575,2024-10-15,10.0
28419,18576,2024-10-01,200.0
28420,18577,2024-10-16,50.0
28421,18578,2024-10-02,200.0
28422,18579,2024-10-05,50.0
28423,18580,2024-10-01,50.0
28424,18581,2024-10-19,200.0
28425,18582,2024-10-12,10.0
28426,18583,2024-10-13,200.0
28427,18584,2024-10-06,10.0
28428,18585,2024-10-04,50.0
28429,18586,2024-10-12,50.0
28430,18587,2024-10-04,200.0
28431,18588,2024-10-14,200.0
28432,18589,2024-10-02,10.0
28433,18590,2024-10-13,200.0
28434,18591,2024-10-20,10.0
28435,18592,2024-10-20,10.0
28436,18593,2024-10-20,50.0
28437,18594,2024-10-04,50.0
28438,18595,2024-10-04,50.0
28439,18596,2024-10-12,10.0
28440,18597,2024-10-11,200.0
28441,18598,2024-10-03,50.0
28442,18599,2024-10-14,50.0
28443,18600,2024-10-01,200.0
28444,18601,2024-10-14,10.0
28445,18604,2024-10-07,200.0
28446,18605,2024-10-15,50.0
28447,18606,2024-10-20,10.0
28448,18608,2024-10-11,50.0
28449,18609,2024-10-05,50.0
28450,18610,2024-10-11,10.0
28451,18611,2024-10-01,10.0
28452,18612,2024-10-06,50.0
28453,18613,2024-10-05,10.0
28454,18614,2024-10-06,50.0
28455,18615,2024-10-13,200.0
28456,18616,2024-10-04,200.0
28457,18617,2024-10-07,200.0
28458,18618,2024-10-08,200.0
28459,18619,2024-10-02,200.0
28460,18620,2024-10-03,200.0
28461,18621,2024-10-14,200.0
28462,18622,2024-10-18,10.0
28463,18623,2024-10-03,50.0
28464,18624,2024-10-09,10.0
28465,18625,2024-10-16,200.0
28466,18626,2024-10-08,50.0
28467,18627,2024-10-09,10.0
28468,18628,2024-10-03,10.0
28469,18629,2024-10-16,10.0
28470,18630,2024-10-04,50.0
28471,18631,2024-10-01,50.0
28472,18632,2024-10-13,10.0
28473,18633,2024-10-06,50.0
28474,18634,2024-10-03,10.0
28475,18635,2024-10-18,10.0
28476,18636,2024-10-01,50.0
28477,18637,2024-10-09,10.0
28478,18638,2024-10-02,50.0
28479,18639,2024-10-04,50.0
28480,18640,2024-10-06,200.0
28481,18641,2024-10-02,200.0
28482,18642,2024-10-04,200.0
28483,18643,2024-10-11,10.0
28484,18644,2024-10-16,200.0
28485,18645,2024-10-12,200.0
28486,18646,2024-10-05,200.0
28487,18647,2024-10-17,200.0
28488,18648,2024-10-19,50.0
28489,18649,2024-10-04,10.0
28490,18650,2024-10-04,10.0
28491,18651,2024-10-14,50.0
28492,18652,2024-10-08,50.0
28493,18653,2024-10-20,9.47
28494,18654,2024-10-11,200.0
28495,18655,2024-10-20,200.0
28496,18656,2024-10-16,10.0
28497,18657,2024-10-10,10.0
28498,18658,2024-10-15,200.0
28499,18659,2024-10-02,50.0
28500,18660,2024-10-13,200.0
28501,18661,2024-10-01,50.0
28502,18662,2024-10-09,50.0
28503,18663,2024-10-04,200.0
28504,18664,2024-10-05,10.0
28505,18665,2024-10-05,200.0
28506,18666,2024-10-07,50.0
28507,18667,2024-10-16,10.0
28508,18668,2024-10-18,50.0
28509,18669,2024-10-16,200.0
28510,18670,2024-10-16,10.0
28511,18671,2024-10-11,50.0
28512,18672,2024-10-02,50.0
28513,18673,2024-10-05,200.0
28514,18674,2024-10-01,200.0
28515,18675,2024-10-20,183.99
28516,18676,2024-10-19,10.0
28517,18677,2024-10-17,10.0
28518,18678,2024-10-15,200.0
28519,18679,2024-10-20,50.0
28520,18680,2024-10-11,10.0
28521,18681,2024-10-15,50.0
28522,18682,2024-10-13,10.0
28523,18683,2024-10-17,200.0
28524,18684,2024-10-18,10.0
28525,18685,2024-10-13,200.0
28526,18686,2024-10-07,200.0
28527,18687,2024-10-03,50.0
28528,18688,2024-10-06,50.0
28529,18690,2024-10-14,50.0
28530,18691,2024-10-01,50.0
28531,18692,2024-10-17,200.0
28532,18693,2024-10-04,200.0
28533,18694,2024-10-07,10.0
28534,18695,2024-10-14,50.0
28535,18696,2024-10-20,200.0
28536,18697,2024-10-01,50.0
28537,18698,2024-10-17,50.0
28538,18699,2024-10-20,10.0
28539,18700,2024-10-06,200.0
28540,18701,2024-10-07,10.0
28541,18702,2024-10-16,10.0
28542,18703,2024-10-04,50.0
28543,18704,2024-10-04,10.0
28544,18705,2024-10-18,50.0
28545,18706,2024-10-05,50.0
28546,18707,2024-10-13,50.0
28547,18708,2024-10-04,50.0
28548,18709,2024-10-12,50.0
28549,18710,2024-10-09,50.0
28550,18711,2024-10-08,10.0
28551,18712,2024-10-04,10.0
28552,18713,2024-10-13,50.0
28553,18714,2024-10-20,50.0
28554,18715,2024-10-09,50.0
28555,18716,2024-10-17,10.0
28556,18717,2024-10-02,50.0
28557,18718,2024-10-13,10.0
28558,18719,2024-10-01,10.0
28559,18720,2024-10-03,10.0
28560,18721,2024-10-07,50.0
28561,18722,2024-10-08,10.0
28562,18723,2024-10-05,10.0
28563,18724,2024-10-18,50.0
28564,18725,2024-10-14,50.0
28565,18726,2024-10-14,10.0
28566,18727,2024-10-09,10.0
28567,18728,2024-10-07,200.0
28568,18729,2024-10-13,200.0
28569,18730,2024-10-20,200.0
28570,18731,2024-10-06,50.0
28571,18732,2024-10-08,50.0
28572,18733,2024-10-18,200.0
28573,18734,2024-10-12,10.0
28574,18735,2024-10-10,10.0
28575,18736,2024-10-15,50.0
28576,18737,2024-10-19,200.0
28577,18738,2024-10-03,200.0
28578,18739,2024-10-03,10.0
28579,18740,2024-10-02,200.0
28580,18741,2024-10-18,50.0
28581,18742,2024-10-01,200.0
28582,18743,2024-10-01,10.0
28583,18744,2024-10-05,10.0
28584,18745,2024-10-12,200.0
28585,18746,2024-10-17,10.0
28586,18747,2024-10-03,200.0
28587,18748,2024-10-07,10.0
28588,18749,2024-10-08,50.0
28589,18750,2024-10-10,10.0
28590,18751,2024-10-06,200.0
28591,18752,2024-10-19,50.0
28592,18753,2024-10-04,50.0
28593,18754,2024-10-03,200.0
28594,18755,2024-10-06,50.0
28595,18756,2024-10-11,50.0
28596,18757,2024-10-12,200.0
28597,18758,2024-10-04,10.0
28598,18759,2024-10-17,10.0
28599,18760,2024-10-12,50.0
28600,18761,2024-10-07,50.0
28601,18762,2024-10-05,10.0
28602,18764,2024-10-02,200.0
28603,18765,2024-10-14,10.0
28604,18766,2024-10-17,10.0
28605,18767,2024-10-11,50.0
28606,18768,2024-10-08,50.0
28607,18769,2024-10-02,10.0
28608,18770,2024-10-07,200.0
28609,18771,2024-10-03,50.0
28610,18772,2024-10-11,200.0
28611,18773,2024-10-01,10.0
28612,18774,2024-10-18,200.0
28613,18775,2024-10-01,200.0
28614,18776,2024-10-03,10.0
28615,18777,2024-10-06,50.0
28616,18778,2024-10-04,50.0
28617,18779,2024-10-11,200.0
28618,18780,2024-10-10,10.0
28619,18781,2024-10-01,189.62
28620,18782,2024-10-17,10.0
28621,18783,2024-10-08,10.0
28622,18784,2024-10-17,200.0
28623,18785,2024-10-05,10.0
28624,18786,2024-10-17,50.0
28625,18787,2024-10-18,10.0
28626,18788,2024-10-03,50.0
28627,18789,2024-10-14,200.0
28628,18790,2024-10-02,50.0
28629,18791,2024-10-16,10.0
28630,18792,2024-10-07,50.0
28631,18793,2024-10-17,200.0
28632,18794,2024-10-10,200.0
28633,18795,2024-10-12,200.0
28634,18796,2024-10-17,10.0
28635,18797,2024-10-05,10.0
28636,18798,2024-10-03,10.0
28637,18799,2024-10-08,200.0
28638,18800,2024-10-02,10.0
28639,18801,2024-10-14,200.0
28640,18802,2024-10-01,50.0
28641,18803,2024-10-16,50.0
28642,18804,2024-10-19,48.23
28643,18805,2024-10-08,200.0
28644,18806,2024-10-20,200.0
28645,18807,2024-10-10,50.0
28646,18808,2024-10-10,200.0
28647,18809,2024-10-06,50.0
28648,18810,2024-10-12,48.83
28649,18811,2024-10-04,10.0
28650,18812,2024-10-19,10.0
28651,18813,2024-10-15,10.0
28652,18814,2024-10-13,200.0
28653,18815,2024-10-08,10.0
28654,18816,2024-10-04,200.0
28655,18817,2024-10-12,50.0
28656,18818,2024-10-19,50.0
28657,18819,2024-10-04,10.0
28658,18820,2024-10-15,10.0
28659,18821,2024-10-12,10.0
28660,18822,2024-10-15,10.0
28661,18823,2024-10-03,10.0
28662,18824,2024-10-14,200.0
28663,18826,2024-10-13,200.0
28664,18827,2024-10-06,10.0
28665,18828,2024-10-10,200.0
28666,18829,2024-10-05,10.0
28667,18830,2024-10-05,200.0
28668,18831,2024-10-01,50.0
28669,18832,2024-10-06,50.0
28670,18833,2024-10-09,10.0
28671,18834,2024-10-16,200.0
28672,18835,2024-10-03,200.0
28673,18836,2024-10-12,10.0
28674,18837,2024-10-07,50.0
28675,18838,2024-10-10,50.0
28676,18839,2024-10-02,10.0
28677,18840,2024-10-15,200.0
28678,18842,2024-10-08,50.0
28679,18843,2024-10-10,50.0
28680,18844,2024-10-12,50.0
28681,18845,2024-10-07,50.0
28682,18846,2024-10-07,200.0
28683,18847,2024-10-18,50.0
28684,18848,2024-10-01,200.0
28685,18849,2024-10-02,200.0
28686,18850,2024-10-11,50.0
28687,18851,2024-10-04,200.0
28688,18852,2024-10-10,50.0
28689,18853,2024-10-05,50.0
28690,18854,2024-10-01,200.0
28691,18855,2024-10-14,200.0
28692,18856,2024-10-12,10.0
28693,18857,2024-10-02,200.0
28694,18858,2024-10-12,10.0
28695,18859,2024-10-03,200.0
28696,18860,2024-10-16,10.0
28697,18861,2024-10-19,50.0
28698,18862,2024-10-11,50.0
28699,18863,2024-10-04,10.0
28700,18864,2024-10-08,10.0
28701,18865,2024-10-10,50.0
28702,18866,2024-10-16,50.0
28703,18867,2024-10-03,9.1
28704,18868,2024-10-04,50.0
28705,18869,2024-10-20,200.0
28706,18870,2024-10-07,200.0
28707,18871,2024-10-10,10.0
28708,18872,2024-10-18,50.0
28709,18873,2024-10-09,50.0
28710,18874,2024-10-06,10.0
28711,18875,2024-10-01,10.0
28712,18876,2024-10-01,200.0
28713,18877,2024-10-14,50.0
28714,18878,2024-10-07,10.0
28715,18879,2024-10-20,10.0
28716,18880,2024-10-08,10.0
28717,18881,2024-10-06,50.0
28718,18882,2024-10-07,50.0
28719,18883,2024-10-09,50.0
28720,18884,2024-10-17,200.0
28721,18885,2024-10-11,50.0
28722,18886,2024-10-07,10.0
28723,18887,2024-10-19,200.0
28724,18888,2024-10-05,50.0
28725,18889,2024-10-12,50.0
28726,18890,2024-10-13,50.0
28727,18891,2024-10-11,10.0
28728,18892,2024-10-19,50.0
28729,18893,2024-10-20,10.0
28730,18894,2024-10-11,200.0
28731,18895,2024-10-02,50.0
28732,18896,2024-10-01,200.0
28733,18897,2024-10-11,50.0
28734,18898,2024-10-06,50.0
28735,18899,2024-10-10,10.0
28736,18900,2024-10-14,10.0
28737,18901,2024-10-20,200.0
28738,18902,2024-10-03,10.0
28739,18903,2024-10-17,200.0
28740,18904,2024-10-09,10.0
28741,18905,2024-10-06,10.0
28742,18906,2024-10-07,10.0
28743,18907,2024-10-15,50.0
28744,18908,2024-10-04,10.0
28745,18909,2024-10-09,50.0
28746,18910,2024-10-11,10.0
28747,18911,2024-10-14,10.0
28748,18912,2024-10-13,200.0
28749,18913,2024-10-09,50.0
28750,18914,2024-10-16,200.0
28751,18915,2024-10-19,10.0
28752,18916,2024-10-12,200.0
28753,18917,2024-10-13,50.0
28754,18918,2024-10-15,200.0
28755,18919,2024-10-12,10.0
28756,18920,2024-10-12,50.0
28757,18921,2024-10-07,50.0
28758,18922,2024-10-16,50.0
28759,18923,2024-10-19,10.0
28760,18924,2024-10-10,10.0
28761,18925,2024-10-05,200.0
28762,18926,2024-10-09,50.0
28763,18927,2024-10-01,200.0
28764,18928,2024-10-17,200.0
28765,18929,2024-10-14,200.0
28766,18930,2024-10-03,10.0
28767,18931,2024-10-17,50.0
28768,18932,2024-10-11,200.0
28769,18933,2024-10-16,200.0
28770,18934,2024-10-03,50.0
28771,18935,2024-10-05,10.0
28772,18936,2024-10-06,50.0
28773,18937,2024-10-09,50.0
28774,18938,2024-10-08,200.0
28775,18939,2024-10-08,10.0
28776,18940,2024-10-20,50.0
28777,18941,2024-10-09,10.0
28778,18942,2024-10-06,10.0
28779,18943,2024-10-10,10.0
28780,18944,2024-10-18,50.0
28781,18945,2024-10-06,50.0
28782,18946,2024-10-03,10.0
28783,18947,2024-10-03,50.0
28784,18948,2024-10-20,200.0
28785,18949,2024-10-06,200.0
28786,18950,2024-10-03,200.0
28787,18951,2024-10-09,10.0
28788,18952,2024-10-15,10.0
28789,18953,2024-10-19,50.0
28790,18954,2024-10-07,200.0
28791,18955,2024-10-06,50.0
28792,18956,2024-10-06,10.0
28793,18957,2024-10-12,200.0
28794,18958,2024-10-20,200.0
28795,18959,2024-10-08,200.0
28796,18960,2024-10-13,50.0
28797,18961,2024-10-17,50.0
28798,18962,2024-10-08,10.0
28799,18963,2024-10-15,200.0
28800,18964,2024-10-20,10.0
28801,18965,2024-10-04,10.0
28802,18966,2024-10-08,9.31
28803,18967,2024-10-15,200.0
28804,18968,2024-10-02,50.0
28805,18969,2024-10-10,50.0
28806,18970,2024-10-20,50.0
28807,18971,2024-10-15,50.0
28808,18972,2024-10-03,10.0
28809,18973,2024-10-04,10.0
28810,18974,2024-10-11,50.0
28811,18975,2024-10-09,10.0
28812,18977,2024-10-09,200.0
28813,18979,2024-10-06,10.0
28814,18980,2024-10-07,50.0
28815,18981,2024-10-12,48.07
28816,18982,2024-10-18,50.0
28817,18983,2024-10-20,50.0
28818,18984,2024-10-08,50.0
28819,18986,2024-10-14,10.0
28820,18987,2024-10-09,200.0
28821,18988,2024-10-01,50.0
28822,18989,2024-10-18,50.0
28823,18990,2024-10-15,200.0
28824,18992,2024-10-13,50.0
28825,18993,2024-10-11,50.0
28826,18994,2024-10-10,10.0
28827,18995,2024-10-17,200.0
28828,18996,2024-10-05,50.0
28829,18997,2024-10-06,200.0
28830,18998,2024-10-03,50.0
28831,18999,2024-10-17,10.0
28832,19000,2024-10-03,10.0
28833,19001,2024-10-16,50.0
28834,19002,2024-10-17,10.0
28835,19004,2024-10-19,10.0
28836,19005,2024-10-03,10.0
28837,19006,2024-10-10,50.0
28838,19007,2024-10-04,182.65
28839,19008,2024-10-12,10.0
28840,19009,2024-10-15,10.0
28841,19010,2024-10-04,10.0
28842,19011,2024-10-13,10.0
28843,19012,2024-10-12,200.0
28844,19013,2024-10-14,200.0
28845,19014,2024-10-11,200.0
28846,19015,2024-10-09,50.0
28847,19016,2024-10-17,10.0
28848,19017,2024-10-18,200.0
28849,19018,2024-10-09,9.08
28850,19019,2024-10-11,10.0
28851,19020,2024-10-19,200.0
28852,19021,2024-10-09,50.0
28853,19022,2024-10-08,10.0
28854,19023,2024-10-20,200.0
28855,19024,2024-10-05,10.0
28856,19025,2024-10-11,50.0
28857,19026,2024-10-05,10.0
28858,19027,2024-10-18,50.0
28859,19028,2024-10-17,10.0
28860,19029,2024-10-18,10.0
28861,19030,2024-10-14,10.0
28862,19031,2024-10-05,50.0
28863,19032,2024-10-15,200.0
28864,19033,2024-10-08,9.71
28865,19034,2024-10-18,10.0
28866,19035,2024-10-01,10.0
28867,19036,2024-10-07,180.3
28868,19037,2024-10-11,50.0
28869,19038,2024-10-16,200.0
28870,19039,2024-10-20,10.0
28871,19040,2024-10-14,50.0
28872,19041,2024-10-05,10.0
28873,19042,2024-10-09,50.0
28874,19043,2024-10-19,50.0
28875,19044,2024-10-06,50.0
28876,19045,2024-10-06,10.0
28877,19046,2024-10-13,50.0
28878,19047,2024-10-13,200.0
28879,19048,2024-10-15,50.0
28880,19049,2024-10-09,50.0
28881,19050,2024-10-17,50.0
28882,19051,2024-10-04,50.0
28883,19052,2024-10-05,200.0
28884,19053,2024-10-12,10.0
28885,19054,2024-10-19,50.0
28886,19055,2024-10-14,50.0
28887,19056,2024-10-12,200.0
28888,19057,2024-10-20,50.0
28889,19058,2024-10-18,50.0
28890,19059,2024-10-11,10.0
28891,19060,2024-10-08,10.0
28892,19061,2024-10-10,10.0
28893,19062,2024-10-13,200.0
28894,19063,2024-10-15,10.0
28895,19064,2024-10-20,200.0
28896,19065,2024-10-10,200.0
28897,19066,2024-10-04,10.0
28898,19067,2024-10-20,200.0
28899,19068,2024-10-05,50.0
28900,19069,2024-10-05,10.0
28901,19070,2024-10-05,200.0
28902,19071,2024-10-03,10.0
28903,19072,2024-10-02,50.0
28904,19073,2024-10-12,50.0
28905,19074,2024-10-10,50.0
28906,19075,2024-10-01,10.0
28907,19076,2024-10-16,200.0
28908,19077,2024-10-20,10.0
28909,19078,2024-10-19,10.0
28910,19079,2024-10-15,50.0
28911,19080,2024-10-07,50.0
28912,19081,2024-10-19,10.0
28913,19082,2024-10-12,10.0
28914,19083,2024-10-08,9.63
28915,19084,2024-10-18,50.0
28916,19085,2024-10-11,50.0
28917,19086,2024-10-16,200.0
28918,19087,2024-10-19,50.0
28919,19088,2024-10-14,10.0
28920,19089,2024-10-14,10.0
28921,19090,2024-10-16,200.0
28922,19091,2024-10-15,10.0
28923,19092,2024-10-15,200.0
28924,19093,2024-10-15,50.0
28925,19094,2024-10-18,10.0
28926,19095,2024-10-06,10.0
28927,19096,2024-10-16,50.0
28928,19098,2024-10-06,50.0
28929,19099,2024-10-16,200.0
28930,19100,2024-10-08,10.0
28931,19101,2024-10-10,10.0
28932,19102,2024-10-18,50.0
28933,19103,2024-10-16,10.0
28934,19104,2024-10-17,50.0
28935,19105,2024-10-06,10.0
28936,19106,2024-10-13,10.0
28937,19107,2024-10-10,200.0
28938,19109,2024-10-17,50.0
28939,19110,2024-10-14,10.0
28940,19111,2024-10-12,10.0
28941,19112,2024-10-07,200.0
28942,19113,2024-10-18,200.0
28943,19114,2024-10-17,50.0
28944,19115,2024-10-03,10.0
28945,19116,2024-10-02,200.0
28946,19117,2024-10-09,10.0
28947,19118,2024-10-02,10.0
28948,19119,2024-10-03,50.0
28949,19120,2024-10-01,50.0
28950,19121,2024-10-20,50.0
28951,19122,2024-10-11,200.0
28952,19123,2024-10-18,50.0
28953,19124,2024-10-08,10.0
28954,19125,2024-10-06,50.0
28955,19126,2024-10-20,50.0
28956,19127,2024-10-17,10.0
28957,19128,2024-10-19,50.0
28958,19129,2024-10-03,50.0
28959,19130,2024-10-04,50.0
28960,19131,2024-10-14,10.0
28961,19132,2024-10-20,50.0
28962,19133,2024-10-13,10.0
28963,19134,2024-10-07,200.0
28964,19135,2024-10-10,50.0
28965,19136,2024-10-11,10.0
28966,19137,2024-10-08,200.0
28967,19138,2024-10-06,50.0
28968,19139,2024-10-18,50.0
28969,19140,2024-10-03,200.0
28970,19141,2024-10-09,200.0
28971,19142,2024-10-09,10.0
28972,19144,2024-10-17,50.0
28973,19145,2024-10-01,200.0
28974,19146,2024-10-08,10.0
28975,19147,2024-10-07,50.0
28976,19148,2024-10-03,50.0
28977,19149,2024-10-09,200.0
28978,19150,2024-10-09,50.0
28979,19151,2024-10-12,10.0
28980,19152,2024-10-15,10.0
28981,19153,2024-10-02,50.0
28982,19154,2024-10-10,50.0
28983,19156,2024-10-13,200.0
28984,19157,2024-10-06,10.0
28985,19158,2024-10-17,50.0
28986,19159,2024-10-18,200.0
28987,19160,2024-10-17,50.0
28988,19161,2024-10-03,200.0
28989,19162,2024-10-11,10.0
28990,19163,2024-10-08,50.0
28991,19164,2024-10-19,200.0
28992,19165,2024-10-19,50.0
28993,19166,2024-10-06,10.0
28994,19167,2024-10-14,10.0
28995,19168,2024-10-20,10.0
28996,19169,2024-10-14,200.0
28997,19170,2024-10-06,50.0
28998,19171,2024-10-15,10.0
28999,19172,2024-10-03,200.0
29000,19173,2024-10-10,10.0
29001,19174,2024-10-09,50.0
29002,19175,2024-10-03,10.0
29003,19176,2024-10-09,200.0
29004,19177,2024-10-10,10.0
29005,19178,2024-10-06,10.0
29006,19179,2024-10-07,200.0
29007,19180,2024-10-14,10.0
29008,19181,2024-10-07,10.0
29009,19182,2024-10-05,10.0
29010,19183,2024-10-01,200.0
29011,19184,2024-10-06,50.0
29012,19185,2024-10-16,10.0
29013,19186,2024-10-11,200.0
29014,19187,2024-10-15,10.0
29015,19188,2024-10-06,10.0
29016,19189,2024-10-12,9.73
29017,19190,2024-10-12,200.0
29018,19191,2024-10-18,10.0
29019,19192,2024-10-16,200.0
29020,19193,2024-10-07,50.0
29021,19194,2024-10-02,200.0
29022,19195,2024-10-13,50.0
29023,19196,2024-10-15,50.0
29024,19197,2024-10-07,200.0
29025,19198,2024-10-17,50.0
29026,19199,2024-10-17,50.0
29027,19201,2024-10-18,10.0
29028,19202,2024-10-15,50.0
29029,19203,2024-10-02,10.0
29030,19205,2024-10-12,50.0
29031,19206,2024-10-15,10.0
29032,19207,2024-10-07,10.0
29033,19208,2024-10-04,50.0
29034,19209,2024-10-19,50.0
29035,19210,2024-10-11,50.0
29036,19211,2024-10-07,50.0
29037,19212,2024-10-16,10.0
29038,19213,2024-10-13,10.0
29039,19214,2024-10-03,200.0
29040,19215,2024-10-09,10.0
29041,19216,2024-10-03,10.0
29042,19217,2024-10-11,10.0
29043,19219,2024-10-15,46.91
29044,19220,2024-10-03,200.0
29045,19221,2024-10-01,50.0
29046,19222,2024-10-02,50.0
29047,19223,2024-10-16,50.0
29048,19224,2024-10-09,10.0
29049,19225,2024-10-11,200.0
29050,19226,2024-10-05,200.0
29051,19227,2024-10-19,197.25
29052,19228,2024-10-08,50.0
29053,19229,2024-10-09,10.0
29054,19230,2024-10-16,50.0
29055,19231,2024-10-03,10.0
29056,19232,2024-10-14,10.0
29057,19233,2024-10-20,50.0
29058,19234,2024-10-12,10.0
29059,19235,2024-10-07,200.0
29060,19236,2024-10-18,10.0
29061,19237,2024-10-19,200.0
29062,19238,2024-10-05,10.0
29063,19239,2024-10-12,50.0
29064,19240,2024-10-01,200.0
29065,19241,2024-10-16,200.0
29066,19242,2024-10-15,50.0
29067,19243,2024-10-05,200.0
29068,19244,2024-10-09,10.0
29069,19245,2024-10-18,200.0
29070,19246,2024-10-15,50.0
29071,19247,2024-10-05,200.0
29072,19248,2024-10-12,10.0
29073,19249,2024-10-20,50.0
29074,19250,2024-10-18,50.0
29075,19252,2024-10-03,200.0
29076,19253,2024-10-02,50.0
29077,19254,2024-10-02,200.0
29078,19255,2024-10-07,200.0
29079,19256,2024-10-01,200.0
29080,19257,2024-10-19,10.0
29081,19258,2024-10-01,50.0
29082,19259,2024-10-10,200.0
29083,19260,2024-10-16,10.0
29084,19261,2024-10-12,10.0
29085,19262,2024-10-01,50.0
29086,19263,2024-10-13,200.0
29087,19264,2024-10-12,50.0
29088,19265,2024-10-02,200.0
29089,19266,2024-10-16,200.0
29090,19267,2024-10-09,200.0
29091,19268,2024-10-19,200.0
29092,19269,2024-10-08,10.0
29093,19270,2024-10-19,200.0
29094,19271,2024-10-05,50.0
29095,19272,2024-10-05,50.0
29096,19273,2024-10-10,10.0
29097,19274,2024-10-14,50.0
29098,19275,2024-10-12,200.0
29099,19276,2024-10-12,50.0
29100,19277,2024-10-09,50.0
29101,19278,2024-10-14,50.0
29102,19279,2024-10-16,50.0
